User_ID,Profile_ID,Profile_Type,Age_Group,Gender,Country,Region,City,Language,Interface_Language,Subscription_Plan,Monthly_Fee_USD,Signup_Date,Last_Payment_Date,Payment_Method,Account_Age_Days,Is_Free_Trial,Trial_Converted,Profiles_Count,Simultaneous_Streams_Allowed,Content_ID,Title,Content_Type,Genre,Original_Language,Content_Origin,Release_Year,Age_Rating,Season_Count,Episode_Count,Watch_Date,Day_of_Week,Watch_Start_Hour,Watch_Duration_Min,Content_Duration_Min,Completion_Rate_Pct,Watch_Status,Rewatched,Subtitles_Used,Audio_Language,Rating_Given,Thumbs_Up_Count,Thumbs_Down_Count,Added_To_Watchlist,Shared_Content,Downloaded_Offline,Notification_Pref,Autoplay_Enabled,Skip_Intro_Used,Skip_Recap_Used,Device_Type,Platform,Stream_Quality,Audio_Quality,Buffering_Events,Avg_Bitrate_Mbps,Data_Used_GB,Connection_Type,HDR_Enabled,Dolby_Enabled,Director,Lead_Actor,Content_Mood,IMDB_Rating,Rotten_Tomatoes_Score,Netflix_Score,Global_Rank,Country_Rank,Views_First_Week_M,Total_Views_M,Segment,Churn_Risk,Satisfaction,NPS_Score,Days_Since_Last_Watch,Avg_Weekly_Watch_Hours,Monthly_Sessions,Content_Explored_Count,Search_Count,Recommendation_Clicked,Revenue_USD,Discount_Applied,Discount_Amount_USD,Ad_Revenue_USD,Affiliate_Revenue_USD,LTV_USD,Cost_To_Serve_USD,Gross_Margin_USD,Refund_Issued,Refund_Amount_USD,Referral_Source,Campaign_ID,Promo_Code_Used,Promo_Code,Cancel_Reason,Reactivated,Reactivation_Date,Support_Tickets,Avg_Resolution_Hours,Fiscal_Quarter
USR335122,PRF779068,Kids,35-44,Female,UK,Asia Pacific,Seoul,German,Portuguese,Basic,2.4,2016-10-29,2024-07-17,PayPal,2818,No,Yes,3,1,CNT778665,Bird Box,Mini-Series,Comedy,French,Co-Production,2022,U,7,63,2023-11-14,Tuesday,21,38,174,21.8,In Progress,No,Sometimes,Portuguese,2.4,40,61,No,Yes,Yes,None,No,Yes,No,Laptop,Android,Dolby Vision,Stereo,4,14.29,1.13,WiFi,Yes,No,Scott Stuber,Álvaro Morte,Funny,5.4,63,92,52,32,67.4,323.4,Re-Activated,High,Neutral,-35,18,3.7,33,5,7,No,0.42,No,0,1.62,0.61,79.2,2.08,-1.66,Yes,1.06,Word of Mouth,CMP924366,No,None,Not Applicable,No,Not Applicable,1,40.5,FY2023-Q4
USR217348,PRF955604,Shared,55+,Male,Brazil,North America,New York,Korean,Japanese,Premium,7.82,2021-12-30,2024-05-15,Credit Card,867,No,Yes,2,4,CNT319393,Ozark,Mini-Series,Comedy,Tamil,Licensed,2019,U/A 7+,7,77,2023-04-19,Wednesday,13,9,156,5.8,Dropped,Yes,Sometimes,Italian,1.0,97,11,No,No,Yes,Recommendations Only,No,Yes,Yes,Mobile,Web,4K HDR,Surround 5.1,9,18.28,0.34,3G,Yes,No,Marta Kauffman,Lee Jung-jae,Light-Hearted,5.5,50,90,118,45,61.4,435.4,Binge Watcher,Very High,Very Satisfied,-15,0,4.6,55,183,27,No,1.15,No,0,1.38,0.96,383.18,1.49,-0.34,No,0,Email Campaign,CMP619782,Yes,NF1227,Content Not Interesting,Yes,2023-05-09,5,28.0,FY2023-Q2
USR407645,PRF858115,Teen,13-17,Prefer Not to Say,Spain,South Asia,Dhaka,Portuguese,Japanese,Premium,7.82,2019-06-26,2024-09-05,PayPal,1898,No,Yes,2,4,CNT784196,Red Notice,Movie,Animation,English,Co-Production,2021,U/A 13+,1,1,2024-08-13,Tuesday,10,21,161,13.0,Dropped,No,Always,Tamil,2.1,106,36,Yes,No,Yes,All,Yes,Yes,No,Smart TV,Roku,4K HDR,Surround 5.1,7,17.59,0.77,4G,Yes,Yes,Shonda Rhimes,Phoebe Dynevor,Thought-Provoking,7.9,96,90,30,32,93.8,655.9,Binge Watcher,Medium,Satisfied,28,1,32.4,22,111,7,Yes,0.66,No,0,1.45,0.47,265.88,1.08,-0.42,Yes,5.01,Social Media,CMP689280,No,None,Content Not Interesting,No,Not Applicable,1,23.6,FY2024-Q3
USR400687,PRF629554,Adult,45-54,Female,USA,Asia Pacific,Sydney,Hindi,Spanish,Mobile,1.8,2022-12-03,2024-01-26,UPI,419,No,Yes,4,1,CNT849941,Roma,Series,Comedy,Tamil,Licensed,2024,U/A 13+,7,84,2023-04-15,Saturday,17,21,30,70.0,In Progress,Yes,Always,Italian,1.4,215,100,Yes,Yes,No,Recommendations Only,No,No,No,Smart TV,Fire TV,720p,Stereo,8,12.71,0.56,Fiber,Yes,Yes,Bela Bajaria,Phoebe Dynevor,Romantic,7.8,95,73,93,11,109.5,823.4,Casual Viewer,Very High,Very Satisfied,0,24,2.0,60,165,9,Yes,0.49,Yes,3.41,0.67,0.14,108.0,1.0,-0.51,No,0,TV Ad,CMP848022,No,None,Found Alternative,Yes,2023-09-09,5,42.1,FY2023-Q2
USR543281,PRF629818,Shared,55+,Male,Brazil,Asia Pacific,Singapore,English,Japanese,Standard,6.01,2018-11-10,2024-01-05,UPI,1882,No,Yes,5,2,CNT372374,Black Mirror,Mini-Series,Documentary,German,Co-Production,2018,A,5,50,2024-09-25,Wednesday,20,93,133,69.9,In Progress,No,Always,English,4.6,387,83,Yes,No,No,None,Yes,No,No,Mobile,Tizen,1080p,Surround 5.1,2,13.25,2.57,5G,Yes,No,Jenji Kohan,Nawazuddin Siddiqui,Light-Hearted,8.5,65,72,78,6,6.5,28.2,New User,High,Very Dissatisfied,49,6,33.0,24,117,6,Yes,1.2,Yes,0.92,1.1,0.52,324.54,2.09,-0.89,Yes,1.14,TV Ad,CMP546370,Yes,NF5979,Not Applicable,No,Not Applicable,3,4.4,FY2024-Q3
USR699538,PRF403657,Adult,35-44,Male,South Korea,North America,Chicago,Italian,Hindi,Standard,6.01,2022-08-04,2024-09-26,Credit Card,784,No,Yes,5,2,CNT489511,Narcos,Reality Show,Horror,Tamil,Licensed,2022,U/A 13+,1,1,2024-10-13,Sunday,13,130,132,98.5,Completed,No,Sometimes,German,3.9,14,18,Yes,No,Yes,Recommendations Only,No,Yes,Yes,Desktop,Fire TV,480p,Stereo,8,21.65,5.86,Broadband,No,Yes,Shonda Rhimes,Jason Bateman,Funny,6.9,50,69,130,9,73.2,394.6,Churned,High,Very Dissatisfied,15,28,13.8,25,122,46,Yes,0.64,Yes,2.55,0.07,0.16,246.41,1.42,-0.78,Yes,4.01,Email Campaign,CMP245251,Yes,NF2980,Found Alternative,No,Not Applicable,4,30.7,FY2024-Q4
USR357201,PRF969993,Shared,18-24,Prefer Not to Say,Germany,Africa,Accra,Hindi,Japanese,Mobile,1.8,2023-12-21,2024-11-15,Gift Card,330,No,Yes,4,1,CNT736333,Dark,Reality Show,Romance,Italian,Licensed,2015,U/A 16+,1,1,2024-11-17,Sunday,14,87,91,95.6,Completed,Yes,Sometimes,English,1.4,174,55,Yes,No,Yes,None,No,No,No,Smart TV,iOS,480p,Dolby Atmos,1,16.28,2.95,4G,No,Yes,David Fincher,Claire Foy,Dark,5.7,41,96,162,50,106.4,667.0,Casual Viewer,High,Dissatisfied,73,5,2.8,21,47,1,Yes,0.18,Yes,4.81,1.04,0.75,68.4,2.74,-2.56,Yes,1.53,Google Search,CMP508881,No,None,Content Not Interesting,Yes,2023-01-20,0,15.7,FY2024-Q4
USR573685,PRF143822,Adult,35-44,Male,Spain,Latin America,Buenos Aires,German,Japanese,Mobile,1.8,2017-04-09,2024-05-02,Gift Card,2580,Yes,No,5,1,CNT403300,The Irishman,Reality Show,Comedy,French,Co-Production,2015,U/A 7+,1,1,2023-11-22,Wednesday,14,109,161,67.7,In Progress,Yes,Always,German,1.3,139,76,No,No,No,None,Yes,No,Yes,Mobile,iOS,1080p,Stereo,1,6.53,1.48,3G,Yes,Yes,Jenji Kohan,Claire Foy,Romantic,5.1,80,74,5,18,83.6,541.9,Casual Viewer,High,Neutral,62,8,39.2,46,116,17,Yes,0.36,Yes,1.87,0.81,0.08,82.8,1.75,-1.39,Yes,1.3,TV Ad,CMP437262,No,None,Temporary Pause,Yes,2023-09-09,2,10.5,FY2023-Q4
USR755608,PRF417905,Adult,55+,Female,USA,Middle East,Cairo,Korean,French,Premium,7.82,2015-01-18,2024-01-05,UPI,3274,Yes,No,5,4,CNT138583,Cobra Kai,Talk Show,Documentary,Italian,Licensed,2016,U/A 16+,1,1,2024-10-26,Saturday,20,39,39,100.0,Completed,Yes,Always,Korean,1.1,420,81,No,Yes,No,None,No,Yes,Yes,Desktop,Web,480p,Dolby Atmos,9,9.27,0.75,4G,Yes,Yes,Martin Scorsese,Jitendra Kumar,Light-Hearted,8.7,82,88,173,8,53.6,450.7,Churned,High,Satisfied,73,0,39.7,45,174,34,No,0.93,Yes,1.06,0.74,0.19,46.92,1.05,-0.12,Yes,6.17,TV Ad,CMP687324,Yes,NF2474,Temporary Pause,No,Not Applicable,3,0.6,FY2024-Q4
USR359159,PRF213079,Shared,35-44,Prefer Not to Say,Japan,Latin America,São Paulo,Korean,Spanish,Standard,6.01,2016-05-13,2024-12-14,Credit Card,3137,No,Yes,4,2,CNT961545,Sacred Games,Movie,Action,English,Licensed,2019,A,1,1,2024-03-06,Wednesday,17,85,134,63.4,In Progress,Yes,Always,Tamil,1.0,317,56,Yes,No,Yes,All,Yes,Yes,No,Laptop,iOS,720p,Stereo,1,22.97,4.07,3G,Yes,No,Marta Kauffman,Henry Cavill,Romantic,5.9,45,96,7,48,34.6,254.7,New User,Low,Very Satisfied,43,1,12.1,25,103,6,No,0.74,No,0,0.62,0.63,72.12,0.57,0.17,No,0,Word of Mouth,CMP728700,No,None,Found Alternative,Yes,2024-08-29,5,30.1,FY2024-Q1
USR732636,PRF459557,Adult,35-44,Non-Binary,Germany,Latin America,Bogotá,Japanese,English,Standard,6.01,2022-04-20,2024-12-11,Gift Card,966,Yes,No,5,2,CNT714926,The Witcher,Documentary,Comedy,Hindi,Co-Production,2015,U/A 7+,1,1,2024-09-01,Sunday,22,17,37,45.9,In Progress,Yes,Always,Italian,4.6,419,71,Yes,No,No,All,Yes,Yes,Yes,Laptop,Tizen,4K HDR,Dolby Atmos,2,6.46,0.23,Fiber,No,No,Marta Kauffman,Lily Collins,Suspenseful,5.6,72,76,91,27,72.7,492.7,Churned,High,Dissatisfied,-16,5,4.6,57,11,31,Yes,1.53,Yes,1.07,1.17,0.51,282.47,2.39,-0.86,No,0,Social Media,CMP769795,No,None,Found Alternative,Yes,2023-05-31,1,33.4,FY2024-Q3
USR351815,PRF487596,Shared,18-24,Non-Binary,UK,Latin America,Lima,Spanish,Portuguese,Premium,7.82,2017-04-20,2024-07-23,Gift Card,2651,Yes,Yes,3,4,CNT554786,Stranger Things,Series,Romance,English,Co-Production,2023,U,1,7,2023-10-25,Wednesday,14,51,69,73.9,In Progress,Yes,Always,Spanish,1.2,406,24,Yes,No,No,Recommendations Only,No,Yes,Yes,Gaming Console,Tizen,Dolby Vision,Surround 5.1,5,21.26,2.26,4G,No,Yes,Shonda Rhimes,Henry Cavill,Thought-Provoking,5.1,52,78,45,15,132.9,1011.4,Casual Viewer,Very High,Satisfied,86,2,31.5,51,170,39,Yes,1.05,Yes,0.6,1.69,0.91,54.74,2.58,-1.53,Yes,3.58,Word of Mouth,CMP633320,Yes,NF5998,Technical Issues,Yes,2023-12-13,3,36.2,FY2023-Q4
USR590262,PRF553515,Adult,35-44,Prefer Not to Say,Japan,South Asia,Dhaka,Japanese,Japanese,Standard,6.01,2022-12-28,2024-07-10,Net Banking,560,No,Yes,4,2,CNT432420,Breaking Bad,Stand-Up,Crime,Portuguese,Licensed,2024,U/A 16+,1,1,2024-10-27,Sunday,1,33,73,45.2,In Progress,Yes,Always,German,4.6,119,33,Yes,No,Yes,Recommendations Only,Yes,No,Yes,Smart TV,iOS,480p,Surround 5.1,2,23.42,1.61,WiFi,Yes,No,Alfonso Cuarón,Henry Cavill,Suspenseful,7.0,55,85,56,20,64.3,302.5,Binge Watcher,High,Neutral,-52,22,24.4,9,193,45,No,0.98,Yes,1.1,0.17,0.44,168.28,1.08,-0.1,Yes,3.33,Social Media,CMP907483,No,None,Technical Issues,No,Not Applicable,2,13.9,FY2024-Q4
USR539507,PRF546399,Adult,45-54,Prefer Not to Say,Brazil,Asia Pacific,Singapore,Italian,Spanish,Premium,7.82,2022-05-03,2024-09-19,UPI,870,Yes,No,2,4,CNT715467,Dark,Documentary,Sci-Fi,Korean,Netflix Original,2023,A,1,1,2024-08-24,Saturday,17,123,139,88.5,In Progress,Yes,Always,Spanish,2.4,500,42,No,No,Yes,Recommendations Only,Yes,No,Yes,Tablet,iOS,1080p,Dolby Atmos,7,11.52,2.95,3G,No,Yes,David Fincher,Álvaro Morte,Intense,5.4,94,72,110,50,141.3,713.6,New User,Very High,Very Satisfied,-53,6,3.2,25,73,13,Yes,1.59,No,0,0.28,0.87,195.5,2.86,-1.27,Yes,4.41,Google Search,CMP791609,No,None,Content Not Interesting,No,Not Applicable,4,3.8,FY2024-Q3
USR614807,PRF582559,Teen,13-17,Prefer Not to Say,France,North America,Toronto,Tamil,English,Basic,2.4,2018-08-31,2024-07-29,PayPal,2159,No,Yes,2,1,CNT195528,Squid Game,Mini-Series,Animation,Portuguese,Licensed,2022,U/A 16+,6,36,2024-02-03,Saturday,6,18,53,34.0,In Progress,No,Never,French,2.2,200,78,Yes,No,Yes,All,No,No,No,Desktop,Web,Dolby Vision,Stereo,3,12.81,0.48,3G,Yes,Yes,David Fincher,Claire Foy,Thought-Provoking,8.7,82,90,41,39,86.7,358.7,Re-Activated,Low,Satisfied,26,13,39.7,36,32,23,Yes,0.55,No,0,0.4,0.99,81.6,0.66,-0.11,No,0,Email Campaign,CMP210335,No,None,Temporary Pause,Yes,2024-06-22,4,36.9,FY2024-Q1
USR562063,PRF475481,Adult,18-24,Female,Germany,Asia Pacific,Singapore,Korean,Korean,Premium,7.82,2015-04-20,2024-02-07,Credit Card,3215,No,Yes,4,4,CNT807835,The Witcher,Reality Show,Action,Portuguese,Co-Production,2015,U/A 7+,1,1,2023-01-11,Wednesday,8,13,49,26.5,In Progress,No,Never,English,2.3,428,81,Yes,No,No,Recommendations Only,Yes,Yes,Yes,Tablet,Tizen,720p,Surround 5.1,7,3.94,0.11,4G,Yes,Yes,Shonda Rhimes,Jason Bateman,Feel Good,8.4,71,89,18,6,82.7,294.4,New User,High,Satisfied,74,21,3.0,57,25,42,Yes,2.04,Yes,1.27,0.04,0.1,187.68,0.81,1.23,No,0,TV Ad,CMP275161,Yes,NF5476,Content Not Interesting,Yes,2023-03-21,0,20.2,FY2023-Q1
USR766216,PRF898717,Adult,45-54,Non-Binary,Japan,North America,Toronto,German,English,Premium,7.82,2019-10-19,2024-03-02,UPI,1596,Yes,Yes,1,4,CNT118506,Sacred Games,Anime,Thriller,English,Co-Production,2021,A,6,48,2023-01-13,Friday,12,63,74,85.1,In Progress,No,Sometimes,Italian,1.9,327,94,Yes,Yes,Yes,All,Yes,No,Yes,Desktop,Roku,720p,Dolby Atmos,4,19.3,2.53,WiFi,Yes,Yes,Bela Bajaria,Louis Hofmann,Thought-Provoking,8.0,57,99,95,3,11.0,36.9,Casual Viewer,Medium,Dissatisfied,-48,20,2.0,60,186,38,No,1.49,Yes,3.71,1.58,0.92,328.44,0.93,0.56,Yes,5.09,TV Ad,CMP444656,Yes,NF6440,Content Not Interesting,No,Not Applicable,1,13.7,FY2023-Q1
USR704422,PRF570046,Shared,35-44,Female,France,South Asia,Mumbai,French,Japanese,Mobile,1.8,2017-07-27,2024-06-18,Net Banking,2518,No,Yes,2,1,CNT183902,Ozark,Movie,Action,Korean,Licensed,2024,U/A 16+,1,1,2024-01-26,Friday,16,28,102,27.5,In Progress,No,Always,German,2.8,225,54,No,Yes,No,All,No,No,Yes,Laptop,Web,Dolby Vision,Dolby Atmos,3,3.58,0.21,4G,No,No,Reed Hastings,Claire Foy,Funny,5.0,95,91,18,13,8.8,87.4,Binge Watcher,Very High,Very Dissatisfied,55,15,3.3,9,184,30,Yes,0.21,Yes,1.56,0.16,0.72,45.0,0.91,-0.7,Yes,1.2,Word of Mouth,CMP298837,Yes,NF5966,Found Alternative,Yes,2024-09-12,0,1.1,FY2024-Q1
USR254525,PRF366640,Shared,35-44,Female,Germany,Middle East,Cairo,Tamil,Portuguese,Standard,6.01,2019-04-23,2024-09-07,PayPal,1964,No,Yes,5,2,CNT982393,Wednesday,Reality Show,Drama,Hindi,Netflix Original,2021,U,1,1,2024-08-02,Friday,5,60,69,87.0,In Progress,Yes,Always,Portuguese,4.8,203,90,Yes,Yes,No,All,No,No,No,Gaming Console,Roku,Dolby Vision,Surround 5.1,0,16.45,2.06,Fiber,No,Yes,Ryan Murphy,Henry Cavill,Suspenseful,8.5,88,82,131,46,73.8,542.6,Casual Viewer,High,Satisfied,91,12,28.1,1,44,31,Yes,1.71,Yes,1.59,0.07,0.81,276.46,2.27,-0.56,Yes,4.49,Social Media,CMP173234,No,None,Not Applicable,Yes,2023-09-25,5,20.3,FY2024-Q3
USR493914,PRF732275,Adult,18-24,Non-Binary,Brazil,Latin America,Buenos Aires,German,French,Basic,2.4,2017-03-22,2024-09-06,UPI,2725,Yes,Yes,4,1,CNT733729,Mindhunter,Documentary,Thriller,Korean,Licensed,2015,U/A 13+,1,1,2023-07-07,Friday,6,57,86,66.3,In Progress,No,Never,Japanese,2.8,161,30,No,No,No,None,Yes,No,No,Smart TV,Android,4K HDR,Dolby Atmos,4,2.07,0.25,3G,Yes,Yes,Marta Kauffman,Álvaro Morte,Thought-Provoking,9.1,46,100,43,6,44.7,210.6,Re-Activated,Medium,Neutral,15,19,27.6,56,122,32,No,0.21,Yes,2.65,1.35,0.1,21.6,1.17,-0.96,Yes,1.93,TV Ad,CMP297064,Yes,NF9557,Too Expensive,Yes,2023-04-10,0,47.3,FY2023-Q3
USR850534,PRF130641,Adult,55+,Female,USA,Africa,Cape Town,Japanese,French,Standard,6.01,2022-08-08,2024-08-15,UPI,738,Yes,No,4,2,CNT331081,Don't Look Up,Series,Romance,Portuguese,Co-Production,2022,U/A 13+,6,72,2024-12-17,Tuesday,3,42,118,35.6,In Progress,No,Never,Hindi,3.4,340,17,No,Yes,No,All,Yes,No,No,Desktop,Roku,Dolby Vision,Surround 5.1,1,7.88,0.69,4G,Yes,No,Ryan Murphy,Claire Foy,Dark,8.2,95,93,147,46,76.2,197.1,New User,Low,Neutral,89,18,37.5,48,30,36,No,1.37,No,0,0.34,0.45,78.13,1.71,-0.34,Yes,2.22,Word of Mouth,CMP994781,Yes,NF2728,Technical Issues,Yes,2024-11-06,2,45.8,FY2024-Q4
USR495007,PRF161669,Teen,13-17,Non-Binary,Spain,Middle East,Dubai,Spanish,Japanese,Basic,2.4,2019-05-09,2024-08-04,PayPal,1914,No,Yes,3,1,CNT320843,Marriage Story,Mini-Series,Animation,Tamil,Co-Production,2024,U/A 7+,2,12,2024-02-09,Friday,0,122,157,77.7,In Progress,Yes,Always,German,2.3,372,50,No,Yes,Yes,None,No,No,No,Desktop,Fire TV,1080p,Surround 5.1,2,18.8,4.78,3G,Yes,No,Martin Scorsese,Nawazuddin Siddiqui,Light-Hearted,8.7,58,74,128,44,68.9,455.6,Re-Activated,Very High,Very Satisfied,-67,10,30.2,38,14,45,No,0.64,Yes,3.19,0.62,0.99,31.2,1.18,-0.54,No,0,App Store,CMP786433,No,None,Not Applicable,Yes,2024-05-21,1,27.9,FY2024-Q1
USR784925,PRF566740,Adult,18-24,Non-Binary,Spain,Latin America,Bogotá,English,English,Mobile,1.8,2019-01-23,2024-10-21,Credit Card,2098,Yes,Yes,4,1,CNT186651,Delhi Crime,Mini-Series,Drama,Hindi,Netflix Original,2020,U/A 16+,4,28,2023-02-23,Thursday,3,91,151,60.3,In Progress,Yes,Always,Tamil,3.4,293,73,No,No,Yes,None,Yes,No,No,Desktop,Roku,1080p,Dolby Atmos,4,17.36,3.29,4G,Yes,No,Ryan Murphy,Nawazuddin Siddiqui,Intense,9.4,80,85,63,3,18.7,91.1,Power User,Low,Dissatisfied,42,26,21.7,52,136,31,Yes,0.52,No,0,1.55,0.99,86.4,2.15,-1.63,No,0,Partner Deal,CMP977809,No,None,Not Applicable,No,Not Applicable,4,26.1,FY2023-Q1
USR428137,PRF648055,Adult,55+,Non-Binary,UK,Africa,Lagos,Tamil,Portuguese,Basic,2.4,2015-01-22,2024-10-11,Gift Card,3550,No,Yes,3,1,CNT320032,Squid Game,Movie,Thriller,Tamil,Co-Production,2018,U,1,1,2024-10-30,Wednesday,5,40,42,95.2,Completed,Yes,Always,English,2.0,96,18,No,Yes,Yes,None,Yes,No,No,Mobile,Roku,480p,Dolby Atmos,6,24.44,2.04,5G,No,No,David Fincher,Jason Bateman,Funny,8.4,45,67,130,20,55.2,338.2,New User,High,Dissatisfied,77,4,21.7,5,162,46,No,0.54,Yes,1.85,1.89,0.52,134.4,1.23,-0.69,No,0,TV Ad,CMP830650,No,None,Not Applicable,Yes,2024-08-13,5,9.6,FY2024-Q4
USR834480,PRF699951,Adult,45-54,Non-Binary,France,Asia Pacific,Melbourne,Italian,Spanish,Standard,6.01,2023-11-01,2024-08-10,Gift Card,283,No,Yes,1,2,CNT203878,Black Mirror,Documentary,Comedy,French,Netflix Original,2016,U/A 7+,1,1,2024-06-28,Friday,3,109,160,68.1,In Progress,No,Sometimes,Spanish,1.3,176,94,No,No,Yes,Recommendations Only,Yes,Yes,Yes,Mobile,Roku,Dolby Vision,Dolby Atmos,4,0.74,0.17,5G,Yes,No,Alfonso Cuarón,Henry Cavill,Romantic,7.9,63,81,200,18,22.8,188.9,Re-Activated,Very High,Satisfied,12,11,32.0,33,74,17,No,0.98,Yes,2.2,0.21,0.93,102.17,1.82,-0.84,No,0,Partner Deal,CMP853367,Yes,NF9666,Found Alternative,No,Not Applicable,1,15.0,FY2024-Q2
USR484880,PRF980184,Adult,35-44,Female,Spain,Africa,Lagos,Italian,Spanish,Mobile,1.8,2015-11-11,2024-05-02,Credit Card,3095,Yes,Yes,5,1,CNT543256,Money Heist,Series,Horror,Italian,Licensed,2022,U/A 16+,7,84,2023-01-11,Wednesday,13,39,150,26.0,In Progress,Yes,Sometimes,Hindi,2.9,173,86,Yes,Yes,No,Recommendations Only,No,No,No,Mobile,Android,Dolby Vision,Surround 5.1,0,18.0,1.46,4G,No,Yes,Reed Hastings,Jitendra Kumar,Funny,7.3,83,94,179,8,61.4,413.7,New User,High,Very Satisfied,57,14,13.5,23,28,0,No,0.42,No,0,0.49,0.74,104.4,3.0,-2.58,Yes,1.49,TV Ad,CMP295200,Yes,NF3864,Too Expensive,Yes,2024-11-21,3,17.3,FY2023-Q1
USR541550,PRF612824,Kids,18-24,Prefer Not to Say,Germany,North America,Chicago,Spanish,Spanish,Basic,2.4,2019-08-10,2024-03-04,Net Banking,1668,No,Yes,1,1,CNT626236,The Crown,Stand-Up,Action,German,Co-Production,2021,U/A 16+,1,1,2024-01-19,Friday,9,59,113,52.2,In Progress,Yes,Always,Hindi,4.6,405,2,Yes,Yes,No,None,Yes,Yes,Yes,Desktop,Windows,4K HDR,Dolby Atmos,5,18.8,2.31,Fiber,Yes,No,Reed Hastings,Claire Foy,Thought-Provoking,7.4,57,66,113,43,126.1,362.6,Power User,Low,Dissatisfied,-37,19,6.5,33,48,15,No,0.2,Yes,1.0,0.57,0.13,76.8,2.36,-2.16,Yes,1.22,Email Campaign,CMP220607,No,None,Too Expensive,Yes,2024-05-05,2,47.7,FY2024-Q1
USR290580,PRF142875,Adult,35-44,Male,UK,Europe,Madrid,English,Korean,Basic,2.4,2017-02-11,2024-10-29,PayPal,2817,Yes,Yes,1,1,CNT437263,The Crown,Reality Show,Drama,French,Netflix Original,2018,U/A 13+,1,1,2023-05-30,Tuesday,13,24,24,100.0,Completed,No,Sometimes,Tamil,1.8,51,55,Yes,No,No,Recommendations Only,No,No,Yes,Smart TV,Android,Dolby Vision,Stereo,3,8.74,0.44,5G,No,No,Marta Kauffman,Omar Sy,Suspenseful,8.9,64,86,135,20,105.3,1035.2,Casual Viewer,High,Satisfied,49,12,3.9,7,34,40,Yes,0.45,No,0,1.29,0.3,55.2,1.41,-0.96,No,0,Social Media,CMP715054,Yes,NF6240,Too Expensive,No,Not Applicable,5,39.3,FY2023-Q2
USR887195,PRF634017,Teen,13-17,Prefer Not to Say,India,Europe,Madrid,Italian,Japanese,Standard,6.01,2018-05-19,2024-08-30,Net Banking,2295,Yes,Yes,1,2,CNT520320,The Crown,Documentary,Documentary,Italian,Co-Production,2019,U/A 13+,1,1,2024-07-27,Saturday,11,62,113,54.9,In Progress,Yes,Always,English,3.5,81,73,Yes,Yes,No,None,No,No,Yes,Laptop,webOS,Dolby Vision,Stereo,0,4.59,0.59,4G,Yes,Yes,Jenji Kohan,Lee Jung-jae,Thought-Provoking,5.5,67,64,124,27,79.0,758.1,New User,Medium,Neutral,-66,8,35.0,4,165,15,Yes,0.84,Yes,1.8,1.91,0.06,300.5,0.98,-0.14,No,0,Partner Deal,CMP221828,Yes,NF3711,Technical Issues,No,Not Applicable,0,31.3,FY2024-Q3
USR255539,PRF602275,Kids,25-34,Male,Japan,South Asia,Dhaka,German,Hindi,Standard,6.01,2023-02-05,2024-03-09,Net Banking,398,No,Yes,5,2,CNT294015,Emily in Paris,Anime,Drama,English,Netflix Original,2020,U/A 7+,2,22,2023-10-14,Saturday,5,7,85,8.2,Dropped,No,Never,Spanish,3.1,331,36,Yes,No,Yes,All,No,Yes,Yes,Mobile,iOS,4K HDR,Stereo,10,6.8,0.1,3G,No,Yes,Jenji Kohan,Jenna Ortega,Feel Good,9.4,89,97,28,47,112.1,532.1,Churned,Low,Dissatisfied,-2,0,4.8,1,196,41,Yes,1.31,Yes,4.18,0.44,0.27,258.43,2.07,-0.76,No,0,Word of Mouth,CMP360406,Yes,NF8109,Found Alternative,Yes,2024-04-01,0,13.2,FY2023-Q4
USR849575,PRF962752,Teen,13-17,Male,USA,South Asia,Dhaka,German,Hindi,Mobile,1.8,2021-01-30,2024-06-22,Credit Card,1239,Yes,Yes,2,1,CNT335428,Breaking Bad,Talk Show,Thriller,French,Netflix Original,2020,U/A 13+,1,1,2024-05-05,Sunday,4,12,82,14.6,Dropped,No,Always,Tamil,3.2,170,15,No,Yes,Yes,None,Yes,Yes,No,Gaming Console,Windows,Dolby Vision,Stereo,8,22.22,0.56,Fiber,No,Yes,Martin Scorsese,Lily Collins,Thought-Provoking,6.2,74,67,6,3,16.3,65.6,Binge Watcher,Low,Neutral,27,21,15.1,17,183,4,Yes,0.31,Yes,4.6,0.05,0.43,27.0,1.38,-1.07,No,0,Email Campaign,CMP255863,No,None,Not Applicable,Yes,2024-12-01,5,7.5,FY2024-Q2
USR103005,PRF313154,Shared,55+,Male,Germany,Europe,Madrid,Japanese,Portuguese,Mobile,1.8,2016-04-08,2024-10-22,Net Banking,3119,No,Yes,3,1,CNT240082,The Crown,Series,Romance,Spanish,Netflix Original,2017,U,7,63,2023-12-28,Thursday,10,113,146,77.4,In Progress,No,Sometimes,Spanish,2.9,150,58,Yes,No,Yes,All,Yes,Yes,Yes,Smart TV,Web,4K HDR,Dolby Atmos,3,9.89,2.33,WiFi,No,No,Shonda Rhimes,Nawazuddin Siddiqui,Dark,9.4,78,100,86,9,120.5,850.6,Re-Activated,Low,Dissatisfied,52,27,6.7,10,94,9,Yes,0.36,No,0,1.06,0.82,54.0,0.71,-0.35,No,0,Word of Mouth,CMP180808,Yes,NF4853,Found Alternative,Yes,2024-12-20,0,27.5,FY2023-Q4
